Month,Main_Category,Sub_Category,Scheme_Type,No_scheme,No_Folios,Funds_Mobilised_YTD,Redemptions_YTD,Net_Inflow_YTD,Net_AUM,Average_AUM,No_Folios_segregated,AUM_segregated_folio,Upload_Date
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"5,62,839.00","41,773.88","35,723.92","6,049.97","1,46,747.48","1,44,744.74",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,31,903.00","2,889.11","5,615.85","-2,726.74","26,157.71","26,238.18",3.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,35.00,"8,92,025.00","49,10,556.76","49,44,768.91","-,34,212.15","67,724.67","97,290.99",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,29.00,"91,05,807.00","42,402.56","23,202.63","19,199.93","2,00,832.68","1,98,380.73",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"38,317.00","1,795.83","1,232.78",563.06,"4,649.45","4,615.53",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,17,967.00","41,897.10","46,409.44","-4,512.34","53,215.88","53,973.81",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,24.00,"58,68,656.00","35,636.91","14,505.88","21,131.03","1,22,258.10","1,21,146.93",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,34,89,341.00","41,665.56","44,406.67","-2,741.11","3,05,940.66","3,04,329.00",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,37,15,842.00","54,383.15","33,174.41","21,208.73","2,95,682.95","2,94,490.52",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,27.00,"1,86,64,893.00","71,634.19","31,351.44","40,282.74","2,49,071.00","2,49,079.06",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"8,55,919.00","5,626.33","2,478.40","3,147.93","23,618.08","23,529.73",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"60,07,105.00","26,819.90","13,703.53","13,116.37","1,47,098.26","1,45,849.93",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,28.00,"50,75,441.00","20,128.02","24,251.46","-4,123.44","1,26,471.01","1,26,411.07",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,78,681.00","37,02,792.17","35,46,192.09","1,56,600.08","5,17,403.72","4,97,485.58",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,59,627.00","10,520.97","16,354.49","-5,833.52","80,249.70","80,073.51",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,14.00,"2,11,281.00","1,087.10","4,234.15","-3,147.06","23,305.34","23,413.89",3.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,58,60,893.00","19,829.44","20,578.17","-,748.73","2,09,354.37","2,08,094.42",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,82,215.00","10,412.92","6,145.33","4,267.59","27,579.75","27,198.69",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,155.00,"1,74,30,950.00","87,661.20","49,441.06","38,220.14","2,87,899.16","2,79,271.89",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Other Schemes,Gold ETFs,17.00,"50,23,955.00","6,331.52","1,456.45","4,875.06","28,529.88","27,924.59",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Other Schemes,Index Funds,203.00,"72,14,044.00","46,536.88","32,669.65","13,867.23","2,09,786.55","2,07,616.61",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,11.00,"29,76,977.00","1,461.42",712.28,749.14,"18,851.73","18,797.85",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,27.00,"28,57,232.00","3,001.56","1,673.47","1,328.09","24,924.14","24,779.81",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"53,85,542.00","25,944.78","26,804.63","-,859.85","1,93,738.89","1,93,518.34",2.00,9.33,24-09-2024
29-02-2024,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,27.00,"4,82,770.00","1,87,539.60","96,395.82","91,143.77","1,50,768.51","1,73,873.51",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,32.00,"45,64,056.00","47,474.64","38,441.94","9,032.69","2,45,822.01","2,44,820.65",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"4,01,223.00","18,093.17","8,693.71","9,399.46","28,650.57","28,606.80",2.00,25.81,24-09-2024
29-02-2024,Open ended Schemes,Other Schemes,Other ETFs,186.00,"1,34,64,269.00","1,32,312.60","99,978.46","32,334.13","6,44,835.25","6,39,443.98",0.00,0.00,24-09-2024
29-02-2024,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,21.00,"19,30,545.00","36,575.11","6,202.91","30,372.20","64,695.33","65,769.32",0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,0.00,0.00,0.00,653.26,"-,653.26",0.00,0.00,0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,93.00,"77,445.00","3,431.97","10,570.63","-7,138.66","17,981.02","17,955.97",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Other Schemes,Fund of funds investing overseas,54.00,"15,51,981.00","3,668.59","6,849.06","-3,180.47","24,932.31","24,686.68",0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,19.00,"5,35,328.00","4,970.35","4,688.47",281.88,"26,701.84","26,684.79",1.00,0.00,24-09-2024
29-02-2024,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
29-02-2024,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,606.00",537.35,922.05,"-,384.71",621.53,655.04,0.00,0.00,24-09-2024
29-02-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,38.00,"1,40,02,857.00","56,594.69","43,830.70","12,763.99","3,44,169.77","3,41,202.15",0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,0.00,0.00,0.00,"2,352.86","-2,352.86",0.00,98.05,0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,19.00,"2,80,367.00",0.00,318.26,"-,318.26","4,092.27","4,105.15",0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,"2,13,585.00",244.64,671.72,"-,427.08","5,290.76","5,308.67",0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,5.00,41.00,0.00,639.14,"-,639.14","1,621.37","1,616.54",0.00,0.00,24-09-2024
29-02-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,14.00,"2,08,971.00","1,140.97","4,609.15","-3,468.18","23,141.35","23,212.91",3.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,24.00,"6,33,208.00","2,01,499.16","2,03,661.30","-2,162.14","83,560.92","90,056.33",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,20.00,"8,77,506.00","1,34,615.63","1,38,172.82","-3,557.20","90,211.96","93,360.91",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,23.00,"4,30,626.00","3,83,031.60","3,53,172.57","29,859.03","1,48,893.11","1,54,270.04",1.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,23.00,"4,56,155.00","48,761.30","48,333.96",427.34,"99,004.18","1,02,189.83",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,30,314.00","3,059.89","6,151.07","-3,091.18","25,975.54","26,040.68",3.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"1,00,915.00","2,564.56","1,766.05",798.51,"10,497.50","10,479.98",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,9.00,"64,858.00","3,743.53",747.40,"2,996.14","12,768.58","12,380.64",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,20,569.00","6,095.36","6,241.21","-,145.86","31,617.14","31,604.59",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"5,60,652.00","48,086.79","42,328.65","5,758.13","1,47,360.54","1,47,138.19",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,82,854.00","40,15,825.89","40,17,196.19","-1,370.30","3,63,509.68","4,75,830.22",0.00,0.00,24-09-2024
31-03-2024,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"38,142.00","1,918.14","1,297.04",621.10,"4,742.17","4,699.86",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,15,735.00","42,992.08","49,677.44","-6,685.36","51,469.16","52,581.56",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,24.00,"60,71,425.00","38,971.36","16,012.88","22,958.48","1,24,681.70","1,22,872.07",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,36,68,455.00","47,327.57","47,940.85","-,613.28","3,14,154.56","3,10,340.58",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,29.00,"92,77,595.00","47,439.53","25,024.02","22,415.51","2,05,736.85","2,02,389.44",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,27.00,"1,90,28,082.00","77,356.18","37,167.62","40,188.56","2,43,368.37","2,42,443.54",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"8,77,410.00","6,242.04","2,771.56","3,470.49","23,914.57","23,792.17",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"61,78,068.00","29,807.89","14,983.37","14,824.52","1,49,098.82","1,47,986.62",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,160.00,"1,82,48,179.00","1,00,057.08","53,919.21","46,137.87","2,97,358.14","2,92,557.52",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,86,552.00","11,813.30","8,084.20","3,729.09","27,267.72","27,613.31",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,57,714.00","13,674.65","19,276.50","-5,601.86","80,890.55","80,385.66",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,35.00,"9,00,146.00","54,32,667.66","54,73,872.32","-,41,204.67","61,313.50","1,03,701.31",0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,87.00,"71,976.00","3,750.88","13,008.71","-9,257.82","15,970.81","17,050.50",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,40,15,426.00","59,326.92","37,100.50","22,226.42","2,96,985.73","2,93,303.10",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,11.00,"29,83,777.00","1,602.21",778.32,823.89,"18,967.29","18,834.68",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,27.00,"28,65,115.00","3,277.33","1,816.88","1,460.45","25,279.72","25,049.03",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"4,09,279.00","20,295.75","9,968.76","10,327.00","29,567.47","29,784.24",2.00,25.81,24-09-2024
31-03-2024,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,19.00,"5,37,555.00","5,372.16","5,086.54",285.62,"26,871.13","26,763.64",1.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,23.00,"20,24,071.00","40,023.42","6,969.78","33,053.64","67,280.14","70,855.00",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,33.00,"46,15,533.00","52,225.85","41,460.51","10,765.34","2,48,797.61","2,47,668.38",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"54,16,765.00","28,567.74","28,891.66","-,323.92","1,97,197.21","1,95,733.06",2.00,9.33,24-09-2024
31-03-2024,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,27.00,"4,91,203.00","2,08,333.30","1,17,487.21","90,846.09","1,53,008.58","1,78,849.06",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Other Schemes,Index Funds,208.00,"75,76,546.00","52,950.45","37,260.79","15,689.66","2,13,657.47","2,11,999.72",0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,0.00,0.00,0.00,653.26,"-,653.26",0.00,0.00,0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Other Schemes,Other ETFs,189.00,"1,37,67,925.00","1,53,170.29","1,10,276.39","42,893.90","6,64,000.09","6,55,207.68",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,28.00,"50,83,569.00","21,852.88","25,913.10","-4,060.22","1,29,704.04","1,27,839.45",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,38.00,"1,42,59,500.00","63,016.34","47,514.27","15,502.07","3,50,186.41","3,46,366.40",0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,5.00,41.00,0.00,639.14,"-,639.14","1,632.30","1,626.99",0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,"2,11,951.00",272.42,724.98,"-,452.56","5,247.95","5,279.68",0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,18.00,"2,77,840.00",0.00,375.80,"-,375.80","4,088.20","4,085.46",0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,0.00,0.00,0.00,"2,352.86","-2,352.86",0.00,0.00,0.00,0.00,24-09-2024
31-03-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-03-2024,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,502.00",537.36,"1,024.74","-,487.38",519.05,600.83,0.00,0.00,24-09-2024
31-03-2024,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Other Schemes,Gold ETFs,17.00,"50,60,791.00","7,021.70","1,773.28","5,248.43","31,223.68","30,032.26",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,61,13,976.00","23,705.54","22,665.26","1,040.28","2,13,759.86","2,10,525.35",0.00,0.00,24-09-2024
31-03-2024,Open ended Schemes,Other Schemes,Fund of funds investing overseas,55.00,"15,57,288.00","4,220.10","7,363.34","-3,143.24","25,713.37","25,345.07",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Other Schemes,Fund of funds investing overseas,55.00,"15,12,123.00",232.86,603.26,"-,370.40","24,591.91","24,974.57",0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,84.00,"71,056.00",0.00,392.05,"-,392.05","15,651.95","15,873.46",0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,4.00,30.00,0.00,606.48,"-,606.48","1,036.06","1,032.68",0.00,0.00,24-09-2024
30-04-2024,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,469.00",0.01,108.16,"-,108.15",429.11,487.05,0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,18.00,"2,76,428.00",0.00,28.74,-28.74,"4,211.12","4,153.99",0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Other Schemes,Other ETFs,189.00,"1,40,29,727.00","15,447.37","9,700.37","5,747.00","6,82,048.73","6,72,950.76",0.00,0.00,24-09-2024
30-04-2024,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,"2,09,817.00",23.03,77.07,-54.04,"5,283.92","5,292.32",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Other Schemes,Gold ETFs,17.00,"51,83,711.00",704.04,"1,099.73","-,395.70","32,789.01","32,855.41",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,27.00,"5,04,940.00","27,706.16","13,804.91","13,901.25","1,66,249.58","1,89,328.27",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,11.00,"29,88,784.00",144.21,74.41,69.80,"19,775.87","19,369.33",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,28.00,"28,81,792.00",380.43,203.43,177.01,"26,265.81","25,826.87",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"4,15,199.00","2,658.40","1,362.96","1,295.44","31,383.09","31,281.86",2.00,25.81,24-09-2024
30-04-2024,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,23.00,"21,01,004.00","4,143.00",830.45,"3,312.55","74,020.69","76,256.90",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,33.00,"46,55,854.00","5,204.89","3,860.31","1,344.58","2,56,237.81","2,53,244.66",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"54,42,365.00","2,923.10","2,906.00",17.10,"2,02,597.62","2,00,018.88",2.00,9.33,24-09-2024
30-04-2024,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,19.00,"5,38,841.00",449.33,457.29,-7.96,"27,159.73","27,017.41",1.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,62,28,330.00","2,345.34","2,489.38","-,144.04","2,22,263.37","2,18,852.27",0.00,0.00,24-09-2024
30-04-2024,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-04-2024,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Other Schemes,Index Funds,213.00,"79,83,396.00","10,027.33","3,503.28","6,524.05","2,23,054.49","2,18,151.16",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,39.00,"1,45,35,204.00","7,893.76","5,720.81","2,172.95","3,64,996.65","3,58,641.67",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,161.00,"1,90,67,350.00","11,839.93","6,673.88","5,166.04","3,13,693.77","3,06,118.03",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,95,314.00","4,18,247.28","3,15,495.80","1,02,751.49","4,69,040.54","4,98,071.74",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"63,48,393.00","3,662.96","1,676.22","1,986.74","1,57,945.53","1,54,296.32",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"9,01,907.00",884.04,542.69,341.36,"25,216.76","24,535.63",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,27.00,"1,94,02,862.00","6,232.28","4,023.59","2,208.68","2,66,109.76","2,57,589.33",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,43,80,224.00","5,651.15","3,858.09","1,793.06","3,16,222.62","3,08,387.83",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,29.00,"94,58,793.00","5,025.86","2,386.95","2,638.91","2,18,060.97","2,12,926.27",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,38,58,639.00","5,481.81","5,124.28",357.54,"3,21,048.12","3,17,788.13",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,14,429.00","3,059.72","1,441.07","1,618.65","53,433.99","52,923.45",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"37,674.00",417.10,67.67,349.43,"5,072.56","4,985.16",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,88,788.00","5,630.38",420.16,"5,210.22","32,325.62","29,910.98",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,54,666.00",784.89,"1,189.43","-,404.55","80,729.70","80,645.99",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,24.00,"62,83,413.00","4,183.06","1,459.18","2,723.88","1,34,861.18","1,30,492.53",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"5,50,184.00","5,315.54","2,323.20","2,992.34","1,51,020.91","1,50,856.37",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,14.00,"2,05,509.00",49.17,408.15,"-,358.97","22,846.50","22,968.31",3.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,24.00,"6,37,892.00","25,202.86","14,097.51","11,105.36","95,225.38","92,499.89",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,20.00,"8,77,232.00","16,681.69","8,924.12","7,757.57","98,542.80","95,455.77",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,23.00,"4,32,420.00","61,032.23","26,948.12","34,084.11","1,83,988.46","1,71,114.81",1.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,23.00,"4,48,556.00","4,655.83","2,122.42","2,533.40","1,01,875.26","1,01,442.87",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,28.00,"50,87,570.00","2,166.89","2,494.93","-,328.04","1,33,904.73","1,31,926.47",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"1,00,474.00",143.25,95.88,47.37,"10,512.90","10,521.03",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,9.00,"66,056.00",706.91,126.29,580.62,"13,199.67","13,004.72",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,19,635.00","1,411.03",558.03,853.00,"32,376.68","31,897.35",0.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,26,970.00",211.99,637.01,"-,425.03","25,590.10","25,788.15",3.00,0.00,24-09-2024
30-04-2024,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,35.00,"8,62,266.00","4,45,523.21","4,24,327.79","21,195.42","83,007.00","99,602.27",0.00,0.00,24-09-2024
31-05-2024,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,51,252.00","2,560.27","2,924.70","-,364.44","81,433.96","81,379.99",0.00,0.00,25-09-2024
