Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,Region,6(1) / (2),Industry_Raw,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket,Calender_Month,Calender_Year,Financial_Year
Billwin Industries Limited,INE0CRS01012,SME,Right,Private,2049000,2049000,0,2024-05-13 00:00:00,2024-06-10,1.185,10.0,24.0,34.0,6.96,2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Diversified,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore,2024-06-30,2024,2024-25
United Cotfab Limited,INE0S0I01011,SME,IPO,Private,5184000,5184000,0,2024-06-13 00:00:00,2024-06-19,120.98,10.0,60.0,70.0,36.28,2024-06-24,0.0,0.0,0.0,2462000.0,2462000.0,260000.0,0.0,0.0,0.0,0.0,0,260000.0,4924000.0,,,Other Textile Products,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
GP Eco Solutions India Limited,INE0S7E01015,SME,IPO,Private,3276000,3276000,0,2024-06-14 00:00:00,2024-06-19,796.55,10.0,84.0,94.0,30.7944,2024-06-24,883200.0,589200.0,1472400.0,444000.0,1032000.0,327600.0,0.0,0.0,0.0,0.0,0,327600.0,2948400.0,,,Other Electrical Equipment,Uttar Pradesh,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
GP Eco Solutions India Limited,INE0S7E01015,SME,IPO,Private,3276000,3276000,0,2024-06-14 00:00:00,2024-06-19,796.55,10.0,84.0,94.0,30.7944,2024-06-24,883200.0,589200.0,1472400.0,444000.0,1032000.0,327600.0,0.0,0.0,0.0,0.0,0,327600.0,2948400.0,,,Other Electrical Equipment,Uttarakhand,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Durlax Top Surface Limited,INE0OUW01013,SME,IPO,Private,6000000,4200000,1800000,2024-06-19 00:00:00,2024-06-21,189,10.0,58.0,68.0,40.8,2024-06-26,592000.0,2252000.0,2844000.0,856000.0,2000000.0,300000.0,0.0,0.0,0.0,0.0,0,300000.0,5700000.0,,,"Furniture, Home Furnishing",Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Akme Fintrade (India) Limited,INE916Y01019,Main Board,IPO,Private,11000000,11000000,0,2024-06-19 00:00:00,2024-06-21,62.1,10.0,110.0,120.0,132.0,2024-06-26,3135000.0,2278124.0,5413124.0,1623938.0,3789188.0,0.0,0.0,173750.0,0.0,0.0,0,173750.0,10826250.0,,6(1),Non Banking Financial Company (NBFC),Rajasthan,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore,2024-06-30,2024,2024-25
Falcon Technoprojects India Limited,INE0PQK01013,SME,IPO,Private,1488000,1488000,0,2024-06-19 00:00:00,2024-06-21,63.5637,10.0,82.0,92.0,13.6896,2024-06-26,0.0,0.0,0.0,481200.0,932400.0,74400.0,0.0,0.0,0.0,0.0,0,74400.0,1413600.0,,,Diversified Commercial Services,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Dee Development Engineers Limited,INE841L01016,Main Board,IPO,Private,20596938,16014938,4582000,2024-06-19 00:00:00,2024-06-21,106.85,10.0,193.0,203.0,418.01,2024-06-26,6162777.0,4108518.0,10271295.0,3081389.0,7189907.0,0.0,0.0,54347.0,0.0,0.0,0,54347.0,20542591.0,,6(1),Industrial Products,Haryana,Northern,NSE/BSE,NSE,≥ 100 crore - < 500crore,2024-06-30,2024,2024-25
Khoobsurat Ltd.,INE731G01027,Main Board,Right,Private,337428510,337428510,0,2024-05-15 00:00:00,2024-05-24,0.971,1.0,0.0,1.0,33.74,2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Other Textile Products,West Bengal,Eastern,BSE,BSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
GEM Enviro Management Limited,INE0RUJ01013,SME,IPO,Private,5990400,1497600,4492800,2024-06-19 00:00:00,2024-06-21,246.05,5.0,70.0,75.0,44.92,2024-06-26,1692800.0,1129600.0,2822400.0,848000.0,1977600.0,342400.0,0.0,0.0,0.0,0.0,0,342400.0,5648000.0,,,Waste Management,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Franklin Industries Limited,INE789R01022,Main Board,Right,Private,108450000,108450000,0,2024-05-24 00:00:00,2024-06-11,1.173,1.0,2.58,3.58,38.82,2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Trading & Distributors,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Solara Active Pharma Sciences Limited,IN9624Z01014,Main Board,Right,Private,11998755,11998755,0,2024-05-28 00:00:00,2024-06-11,1.41,10.0,365.0,375.0,449.95,2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Pharmaceuticals & Biotechnology,Maharashtra,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2024-06-30,2024,2024-25
Dindigul Farm Product Limited,INE0S6R01027,SME,IPO,Private,6450000,6450000,0,2024-06-20 00:00:00,2024-06-24,219.31,10.0,44.0,54.0,34.83,2024-06-27,1834000.0,1226000.0,3060000.0,920000.0,2144000.0,326000.0,0.0,0.0,0.0,0.0,0,326000.0,6124000.0,,,Dairy Products,Tamil Nadu,Southern,BSE,BSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Winny Immigration & Education Services Limited,INE0S9101013,SME,IPO,Private,652000,652000,0,2024-06-20 00:00:00,2024-06-24,203.31,10.0,130.0,140.0,9.128,2024-06-27,0.0,0.0,0.0,227000.0,391000.0,34000.0,0.0,0.0,0.0,0.0,0,34000.0,618000.0,,,"Tour, Travel Related Services",Gujarat,Western,NSE,NSE,≥ 5crore - < 10crore,2024-06-30,2024,2024-25
Stanley Lifestyles Limited,INE01A001028,Main Board,IPO,Private,14553508,5420054,9133454,2024-06-21 00:00:00,2024-06-25,97.71,2.0,367.0,369.0,537.02,2024-06-28,4366051.0,2910702.0,7276753.0,2183027.0,5093728.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14553508.0,,6(1),"Furniture, Home Furnishing",Karnataka,Southern,NSE/BSE,BSE,≥ 500crore,2024-06-30,2024,2024-25
Medicamen Organics Limited,INE0PE401018,SME,IPO,Private,3100000,3100000,0,2024-06-21 00:00:00,2024-06-25,918.43,10.0,24.0,34.0,10.54,2024-06-28,876000.0,584000.0,1460000.0,440000.0,1028000.0,172000.0,0.0,0.0,0.0,0.0,0,172000.0,2928000.0,,,Pharmaceuticals,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-06-30,2024,2024-25
Visaman Global Sales Limited,INE0BHK01012,SME,IPO,Private,3732000,3732000,0,2024-06-24 00:00:00,2024-06-26,37.48,10.0,33.0,43.0,16.0476,2024-07-01,0.0,0.0,0.0,1251000.0,2289000.0,192000.0,0.0,0.0,0.0,0.0,0,192000.0,3540000.0,,,Iron & Steel Products,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Sylvan Plyboard (India) Limited,INE01IH01015,SME,IPO,Private,5100000,5100000,0,2024-06-24 00:00:00,2024-06-26,93.1,10.0,45.0,55.0,28.05,2024-07-01,0.0,0.0,0.0,2222000.0,2622000.0,256000.0,0.0,0.0,0.0,0.0,0,256000.0,4844000.0,,,Plywood Boards/ Laminates,West Bengal,Eastern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Mason Infratech Limited,INE0SH001010,SME,IPO,Private,4760000,4760000,0,2024-06-24 00:00:00,2024-06-26,30.662,10.0,54.0,64.0,30.464,2024-07-01,1352000.0,904000.0,2256000.0,680000.0,1584000.0,240000.0,0.0,0.0,0.0,0.0,0,240000.0,4520000.0,,,"Residential, Commercial Projects",Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Shivalic Power Control Limited,INE0T7B01010,SME,IPO,Private,6432000,6432000,0,2024-06-24 00:00:00,2024-06-26,238.63,10.0,90.0,100.0,64.32,2024-07-01,1828800.0,1219200.0,3048000.0,914400.0,2133600.0,336000.0,0.0,0.0,0.0,0.0,0,336000.0,6096000.0,,,Other Electrical Equipment,Haryana,Northern,NSE,NSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
Akiko Global Services Limited,INE0PMR01017,SME,IPO,Private,3001600,3001600,0,2024-06-25 00:00:00,2024-06-27,35.25,10.0,67.0,77.0,23.11232,2024-07-02,854400.0,569600.0,1424000.0,428800.0,998400.0,150400.0,0.0,0.0,0.0,0.0,0,150400.0,2851200.0,,,Other Financial Services,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Divine Power Energy Limited,INE0SCO01019,SME,IPO,Private,5688000,5688000,0,2024-06-25 00:00:00,2024-06-27,472.44,10.0,30.0,40.0,22.752,2024-07-02,1620000.0,1080000.0,2700000.0,810000.0,1890000.0,288000.0,0.0,0.0,0.0,0.0,0,288000.0,5400000.0,,,Cables - Electricals,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Petro Carbon and Chemicals Limited,INE998U01015,SME,IPO,Private,6617600,0,6617600,2024-06-25 00:00:00,2024-06-27,93.55,10.0,161.0,171.0,113.16096,2024-07-02,1855200.0,1236800.0,3092000.0,928800.0,2166400.0,430400.0,0.0,0.0,0.0,0.0,0,430400.0,6187200.0,,,Industrial Minerals,West Bengal,Eastern,NSE,NSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
Allied Blenders and Distillers Limited,INE552Z01027,Main Board,IPO,Private,53390079,35596486,17793593,2024-06-25 00:00:00,2024-06-27,25.61,2.0,279.0,281.0,1500.0,2024-07-02,15982206.0,10662589.0,26644795.0,7993439.0,18651357.0,0.0,0.0,100488.0,0.0,0.0,0,100488.0,53289591.0,,6(1),Breweries & Distilleries,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore,2024-07-31,2024,2024-25
Diensten Tech Limited,INE0JRD01019,SME,IPO,Private,2208000,2208000,0,2024-06-26 00:00:00,2024-06-28,50.47,10.0,90.0,100.0,22.08,2024-07-03,627600.0,420000.0,1047600.0,315600.0,734400.0,110400.0,0.0,0.0,0.0,0.0,0,110400.0,2097600.0,,,Diversified Commercial Services,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Vraj Iron and Steel Limited,INE0S2V01010,Main Board,IPO,Private,8260869,8260869,0,2024-06-26 00:00:00,2024-06-28,133.9,10.0,197.0,207.0,170.9999883,2024-07-03,2478259.0,1652174.0,4130433.0,1239131.0,2891305.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8260869.0,,6(1),Sponge Iron,Chhattisgarh,Central,NSE/BSE,BSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
Nephro Care India Limited,INE0SUN01013,SME,IPO,Private,4584000,4584000,0,2024-06-28 00:00:00,2024-07-02,712.36,10.0,80.0,90.0,41.256,2024-07-05,1238400.0,907200.0,2145600.0,644800.0,1504000.0,230400.0,0.0,59200.0,0.0,0.0,0,289600.0,4294400.0,,,Hospital,West Bengal,Eastern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Integra Essentia Limited,INE418N01035,Main Board,Right,Private,153624538,153624538,0,2024-06-11 00:00:00,2024-06-25,1.1907,1.0,2.25,3.25,49.92,2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Garments & Apparels,Delhi,Northern,NSE/BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
IFL ENTERPRISES LIMITED,INE714U01024,Main Board,Right,Private,495269896,495269896,0,2024-05-27 00:00:00,2024-06-25,1.2076,1.0,0.0,1.0,49.5269896,2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Commercial Services & Supplies,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Bansal Wire Industries Limited,INE0B9K01025,Main Board,IPO,Private,29101562,29101562,0,2024-07-03 00:00:00,2024-07-05,62.9042,5.0,251.0,256.0,744.9999872,2024-07-10,8730468.0,5820312.0,14550780.0,4365235.0,10185547.0,0.0,0.0,0.0,0.0,0.0,0,0.0,29101562.0,,6(1),Iron & Steel Products,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2024-07-31,2024,2024-25
Emcure Pharmaceuticals Limited,INE168P01015,Main Board,IPO,Private,19375070,7946231,11428839,2024-07-03 00:00:00,2024-07-05,69.18,10.0,998.0,1008.0,1952.03,2024-07-10,5779850.0,3853234.0,9633084.0,2889926.0,6743160.0,0.0,0.0,108900.0,0.0,0.0,0,108900.0,19266170.0,,6(1),Pharmaceuticals,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore,2024-07-31,2024,2024-25
Ambey Laboratories Limited,INE0M3I01029,SME,IPO,Private,6570000,6258000,312000,2024-07-04 00:00:00,2024-07-08,176.45,10.0,58.0,68.0,44.676,2024-07-11,1868000.0,1252000.0,3120000.0,936000.0,2184000.0,330000.0,0.0,0.0,0.0,0.0,0,330000.0,6240000.0,,,Pesticides & Agrochemicals,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
VSF Projects Limited,IN9923K01012,Main Board,Right,Private,9865121,9865121,0,2024-06-05 00:00:00,2024-06-20,1.0931,5.0,20.0,25.0,49.32,2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Construction,Andhra Pradesh,Southern,BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
VSF Projects Limited,IN9923K01012,Main Board,Right,Private,9865121,9865121,0,2024-06-05 00:00:00,2024-06-20,1.0931,5.0,20.0,25.0,49.32,2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Construction,Andaman and Nicobar Islands,Bay of Bengal,BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
VIJI FINANCE LIMITED,INE159N01027,Main Board,Right,Private,60000000,60000000,0,2024-05-28 00:00:00,2024-06-10,1.0931,1.0,0.5,1.5,9.0,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Non Banking Financial Company (NBFC),Madhya Pradesh,Central,NSE/BSE,BSE,≥ 5crore - < 10crore,2024-07-31,2024,2024-25
Effwa Infra & Research Limited,INE0U9101019,SME,IPO,Private,6252800,5316800,936000,2024-07-05 00:00:00,2024-07-09,324.16,10.0,72.0,82.0,51.27296,2024-07-12,1748800.0,1168000.0,2916800.0,920000.0,2091200.0,324800.0,0.0,0.0,0.0,0.0,0,324800.0,5928000.0,,,Waste Management,Maharashtra,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
Ganesh Green Bharat Limited,INE0R8C01018,SME,IPO,Private,6591000,6591000,0,2024-07-05 00:00:00,2024-07-09,215.51,10.0,180.0,190.0,125.229,2024-07-12,1857600.0,1243200.0,3100800.0,931200.0,2172000.0,331200.0,0.0,55800.0,0.0,0.0,0,387000.0,6204000.0,,,Civil Construction,Gujarat,Western,NSE,NSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y01012,Main Board,Right,Private,5090056,5090056,0,2024-06-13 00:00:00,2024-06-28,2.6753,10.0,15.0,25.0,12.72,2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Packaged Foods,Maharashtra,Western,NSE/BSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Sahaj Solar Limited,INE0P4701011,SME,IPO,Private,2920000,2920000,0,2024-07-11 00:00:00,2024-07-15,474.24,10.0,170.0,180.0,52.52,2024-07-19,824000.0,550400.0,1374400.0,412800.0,962400.0,146400.0,0.0,24000.0,0.0,0.0,0,170400.0,2749600.0,,,Other Electrical Equipment,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
Gujarat Toolroom Ltd.,INE145J01032,Main Board,Right,Private,61108960,61108960,0,2024-06-14 00:00:00,2024-07-12,2.2292,1.0,7.0,8.0,48.887168,2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Industrial Products,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Prizor Viztech Limited,INE0V9N01017,SME,IPO,Private,2891200,2891200,0,2024-07-12 00:00:00,2024-07-16,242.49,10.0,77.0,87.0,25.15344,2024-07-22,814400.0,544000.0,1358400.0,412800.0,960000.0,160000.0,0.0,0.0,0.0,0.0,0,160000.0,2731200.0,,,Industrial Products,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Sati Poly Plast Limited,INE0RPM01017,SME,IPO,Private,1335000,1335000,0,2024-07-12 00:00:00,2024-07-16,527.37,10.0,120.0,130.0,17.355,2024-07-22,379000.0,253000.0,632000.0,190000.0,443000.0,70000.0,0.0,0.0,0.0,0.0,0,70000.0,1265000.0,,,Packaging,Bihar,Eastern,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Sobha Limited,INE671H01015,Main Board,Right,Private,12107981,12107981,0,2024-06-28 00:00:00,2024-07-04,1.3965,10.0,1641.0,1651.0,1999.02,2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,"Residential, Commercial Projects",Karnataka,Southern,NSE/BSE,BSE,≥ 500crore,2024-07-31,2024,2024-25
THREE M PAPER BOARDS LIMITED,INE0UK501010,SME,IPO,Private,5772000,5772000,0,2024-07-11 00:00:00,2024-07-16,39.82,10.0,59.0,69.0,39.82,2024-07-22,1642000.0,1096000.0,2738000.0,824000.0,1920000.0,290000.0,0.0,0.0,0.0,0.0,0,290000.0,5482000.0,,,Paper & Paper Products,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
AELEA COMMODITIES LIMITED,INE0T3401029,SME,IPO,Private,5368800,5368800,0,2024-07-12 00:00:00,2024-07-16,51,10.0,85.0,95.0,51.0,2024-07-22,1528800.0,1020000.0,2548800.0,765600.0,1785600.0,268800.0,0.0,0.0,0.0,0.0,0,268800.0,5100000.0,,,Other Agricultural Products,Maharashtra,Western,BSE,BSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
Tunwal E-Motors Limited,INE0OXV01027,SME,IPO,Private,19600000,13850000,5750000,2024-07-15 00:00:00,2024-07-18,11.57,2.0,57.0,59.0,115.64,2024-07-23,0.0,0.0,0.0,5860000.0,12760000.0,980000.0,0.0,0.0,0.0,0.0,0,980000.0,18620000.0,,,2/3 Wheelers,Maharashtra,Western,NSE,NSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
Kataria Industries Limited,INE0SVY01018,SME,IPO,Private,5684400,5684400,0,2024-07-16 00:00:00,2024-07-19,387.38,10.0,86.0,96.0,54.57024,2024-07-24,1617600.0,1080000.0,2697600.0,810000.0,1888800.0,288000.0,0.0,0.0,0.0,0.0,0,288000.0,5396400.0,,,Industrial Products,Madhya Pradesh,Central,NSE,NSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
Macobs Technologies Limited,INE0R0J01010,SME,IPO,Private,2595200,2595200,0,2024-07-16 00:00:00,2024-07-19,212.32,10.0,65.0,75.0,19.464,2024-07-24,443200.0,296000.0,739200.0,862400.0,862400.0,131200.0,0.0,0.0,0.0,0.0,0,131200.0,2464000.0,,,Personal Care,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Kshitij Polyline Limited,INE013801027,Main Board,Right,Private,38348146,38348146,0,2024-06-25 00:00:00,2024-07-09,94.64,2.0,4.4,6.4,24.54,2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Stationary,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Sanstar Limited,INE08NE01025,Main Board,IPO,Private,53700000,41800000,11900000,2024-07-19 00:00:00,2024-07-23,85.48,2.0,93.0,95.0,510.15,2024-07-26,16110000.0,10740000.0,26850000.0,8055000.0,18795000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,53700000.0,,6(1),Other Agricultural Products,Gujarat,Western,NSE/BSE,NSE,≥ 500crore,2024-07-31,2024,2024-25
Sar Televenture Limited,INE0PUC01020,SME,Right,Private,15000000,15000000,0,2024-07-15 00:00:00,2024-07-16,119.59,2.0,198.0,200.0,300.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Telecom - Infrastructure,Uttarakhand,Northern,NSE,NSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
Sar Televenture Limited,INE0PUC01020,SME,FPO,Private,7142500,7142500,0,2024-07-22 00:00:00,2024-07-24,2.87,2.0,208.0,210.0,149.99,2024-07-29,2035500.0,1357000.0,3392500.0,1018000.0,2375000.0,357000.0,0.0,0.0,0.0,0.0,0,357000.0,6785500.0,,,Telecom - Infrastructure,Haryana,Northern,NSE,NSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
RNFI Services Limited,INE0SA001017,SME,IPO,Private,6744000,6744000,0,2024-07-22 00:00:00,2024-07-24,225.64,10.0,95.0,105.0,70.812,2024-07-29,1908000.0,1272000.0,3180000.0,954000.0,2226000.0,384000.0,0.0,0.0,0.0,0.0,0,384000.0,6360000.0,,,Other Financial Services,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
Sar Televenture Limited,INE0PUC01020,SME,Right,Private,15000000,15000000,0,2024-07-15 00:00:00,2024-07-16,119.59,2.0,198.0,200.0,300.0,2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Telecom - Infrastructure,Uttar Pradesh,Northern,NSE,NSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
VVIP Infratech Limited,INE0MNP01016,SME,IPO,Private,6582000,6582000,0,2024-07-23 00:00:00,2024-07-25,61.21,10.0,83.0,93.0,61.21,2024-07-30,1872000.0,1248000.0,3120000.0,937200.0,2186400.0,338400.0,0.0,0.0,0.0,0.0,0,338400.0,6243600.0,,,Waste Management,Uttarakhand,Northern,BSE,BSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
VVIP Infratech Limited,INE0MNP01016,SME,IPO,Private,6582000,6582000,0,2024-07-23 00:00:00,2024-07-25,61.21,10.0,83.0,93.0,61.21,2024-07-30,1872000.0,1248000.0,3120000.0,937200.0,2186400.0,338400.0,0.0,0.0,0.0,0.0,0,338400.0,6243600.0,,,Waste Management,Uttar Pradesh,Northern,BSE,BSE,≥ 50 crore - < 100crore,2024-07-31,2024,2024-25
V.L.Infraprojects Limited,INE0QXL01015,SME,IPO,Private,4410000,4410000,0,2024-07-23 00:00:00,2024-07-25,655.52,10.0,32.0,42.0,18.522,2024-07-30,1248000.0,834000.0,2082000.0,627000.0,1461000.0,240000.0,0.0,0.0,0.0,0.0,0,240000.0,4170000.0,,,Civil Construction,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
SEPC LIMITED,INE964H01014,Main Board,Right,Private,153846153,153846153,0,2024-07-05 00:00:00,2024-07-19,2.095,10.0,3.0,13.0,199.99,2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Civil Construction,Tamil Nadu,Southern,NSE/BSE,BSE,≥ 100 crore - < 500crore,2024-07-31,2024,2024-25
Manglam Infra & Engineering Limited,INE0R3101011,SME,IPO,Private,4932000,4932000,0,2024-07-24 00:00:00,2024-07-26,374.41,10.0,46.0,56.0,27.6192,2024-07-31,1322000.0,882000.0,2204000.0,662000.0,1544000.0,522000.0,0.0,0.0,0.0,0.0,0,522000.0,4410000.0,,,Consulting Services,Madhya Pradesh,Central,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Chetana Education Limited,INE0U1T01012,SME,IPO,Private,5400000,5400000,0,2024-07-24 00:00:00,2024-07-26,200.55,10.0,75.0,85.0,45.9,2024-07-31,1536000.0,1025600.0,2561600.0,769600.0,1795200.0,273600.0,0.0,0.0,0.0,0.0,0,273600.0,5126400.0,,,Printing & Publication,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Srestha Finvest Limited,INE606K01023,Main Board,Right,Private,240000000,240000000,0,2024-07-04 00:00:00,2024-07-18,1.093,2.0,0.0,2.0,48.0,2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Finance,Tamil Nadu,Southern,BSE,BSE,≥ 10crore - < 50crore,2024-07-31,2024,2024-25
Clinitech Laboratory Limited,INE0QMR01015,SME,IPO,Private,602400,602400,0,2024-07-25 00:00:00,2024-07-29,61.54,10.0,86.0,96.0,5.78,2024-08-01,0.0,0.0,0.0,188400.0,382800.0,31200.0,0.0,0.0,0.0,0.0,0,31200.0,571200.0,,,Healthcare Service Provider,Maharashtra,Western,BSE,BSE,≥ 5crore - < 10crore,2024-08-31,2024,2024-25
Trom Industries Limited,INE0SYV01018,SME,IPO,Private,2727600,2727600,0,2024-07-25 00:00:00,2024-07-29,432.476,10.0,105.0,115.0,31.3674,2024-08-01,776400.0,518400.0,1294800.0,388800.0,907200.0,136800.0,0.0,0.0,0.0,0.0,0,136800.0,2590800.0,,,Heavy Electrical Equipment,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Aprameya Engineering Limited,INE0LQG01010,SME,IPO,Private,5040000,5040000,0,2024-07-25 00:00:00,2024-07-29,178.65,10.0,48.0,58.0,29.232,2024-08-01,1434000.0,958000.0,2392000.0,718000.0,1676000.0,254000.0,0.0,0.0,0.0,0.0,0,254000.0,4786000.0,,,Medical Equipment & Supplies,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
S A Tech Software India Limited,INE0BSN01013,SME,IPO,Private,3900000,3900000,0,2024-07-26 00:00:00,2024-07-30,614.46,10.0,49.0,59.0,23.01,2024-08-02,1082000.0,724000.0,1806000.0,544000.0,1266000.0,284000.0,0.0,0.0,0.0,0.0,0,284000.0,3616000.0,,,Computers - Software & Consulting,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Esprit Stones Limited,INE0SBP01018,SME,IPO,Private,5795200,5795200,0,2024-07-26 00:00:00,2024-07-30,191.45,10.0,77.0,87.0,50.35,2024-08-02,1612800.0,1075200.0,2688000.0,806400.0,1881600.0,291200.0,0.0,128000.0,0.0,0.0,0,419200.0,5376000.0,,,Granites & Marbles,Rajasthan,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-08-31,2024,2024-25
